line,question,question_type,keywords
1294,Can you explain about accuracy?, logistic regerssion,['accuracy']
1295,Can you say something about accuracy?, logistic regerssion,['accuracy']
1296,Can you explain briefly about accuracy?, logistic regerssion,['accuracy']
1297,Can you give a short summary about accuracy?, logistic regerssion,['accuracy']
1298,Will prediction models 100 percent accurate?, logistic regerssion,[]
1299,Is it possible to get 100 percent accuracy?, logistic regerssion,['accuracy']
1300,can any model get 100 percent accuracy?, logistic regerssion,"['model', 'accuracy']"
1301,Do any regression model get 100 percent accuracy?, logistic regerssion,"['model', 'regression', 'accuracy']"
1302,Is it possible to get 100 percent accurqcy of prediction model?What does it indicate when residual deviance is less than null deviance?, logistic regerssion,"['model', 'residual']"
1303,what does it indicate when null deviamce is greater then residual variance?, logistic regerssion,"['residual', 'variance']"
1304,What does it mean when residual deviance is less than null deviance?, logistic regerssion,"['mean', 'residual']"
1305,what does it mean when null deviamce is greater then residual variance? What are count models?, logistic regerssion,"['mean', 'residual', 'variance']"
1306,What are count models in machine learning?, logistic regerssion,['learning']
1307,What are count models in data science?, logistic regerssion,['data']
1308,What are count models in python?, logistic regerssion,[]
1309,What are count models in R?, logistic regerssion,[]
1310,Tell me about count models?, logistic regerssion,[]
1311,What do you know about count models?, logistic regerssion,[]
1312,Do you know about count models?, logistic regerssion,[]
1313,What are the process of count models?, logistic regerssion,[]
1314,How count models works ?, logistic regerssion,[]
1315,Tell me count models?, logistic regerssion,[]
1316,About count models?, logistic regerssion,[]
1317,Let me know about count models?, logistic regerssion,[]
1318,What are count models?, logistic regerssion,[]
1319,What do you say about count models?, logistic regerssion,[]
1320,What does count modelsmean?, logistic regerssion,[]
1321,Explain count models?, logistic regerssion,[]
1322,Define count models?, logistic regerssion,[]
1323,Can you explain about count models?, logistic regerssion,[]
1324,Can you say something about count models?, logistic regerssion,[]
1325,Can you explain briefly about count models?, logistic regerssion,[]
1326,Can you give a short summary about count models?If p-value is greater than 0.05, what does it indicate logistic regerssion,[]
1327,what happens when p value is greater than 0.05?, logistic regerssion,['p value']
1328,what indicates when p value is greater than 0.05?, logistic regerssion,['p value']
1329,Can you tell me what indicates when p value is greater than 0.05?, logistic regerssion,['p value']
1330,Tell me what indicates when p value is greater than 0.05, logistic regerssion,['p value']
1331,what does it indicates when p value is greater than 0.05what is labeled data, logistic regerssion,"['data', 'p value']"
1332,what is meant by labeled data, logistic regerssion,['data']
1333,what do you mean by labeled data, logistic regerssion,"['mean', 'data']"
1334,labeled data means, logistic regerssion,['data']
1335,about labeled data, logistic regerssion,['data']
1336,what is labeled data in machine learning, logistic regerssion,"['data', 'learning']"
1337,what is labeled data in data science, logistic regerssion,['data']
1338,what is labeled data in R, logistic regerssion,['data']
1339,what is labeled data in python, logistic regerssion,['data']
1340,tell me about labeled data , logistic regerssion,['data']
1341,Dcan you tell me about labeled data, logistic regerssion,['data']
1342,do you know about labeled data, logistic regerssion,['data']
1343,what do you know about labeled data, logistic regerssion,['data']
1344,can you tell me about labeled data// logisticManager.addAction('ds_durationWhat is unlabeled data, logistic regerssion,['data']
1345,what is meant by unlabeled data, logistic regerssion,['data']
1346,what do you mean by unlabeled data, logistic regerssion,"['mean', 'data']"
1347,unlabeled data means, logistic regerssion,['data']
1348,about unlabeled data, logistic regerssion,['data']
1349,Awhat is unlabeled data in machine learning, logistic regerssion,"['data', 'learning']"
1350,what is unlabeled data in data science, logistic regerssion,['data']
1351,what is unlabeled data in R, logistic regerssion,['data']
1352,what is unlabeled data in python, logistic regerssion,['data']
1353,tell me about unlabeled data, logistic regerssion,['data']
1354,can you tell me about unlabeled data, logistic regerssion,['data']
1355,do you know about unlabeled data, logistic regerssion,['data']
1356,what do you know about unlabeled data, logistic regerssion,['data']
1357,can you tell me about unlabeled datawhat is categorical data, logistic regerssion,"['data', 'categorical data']"
1358,what is meant by categorical data, logistic regerssion,"['data', 'categorical data']"
1359,what do you mean by categorical data, logistic regerssion,"['mean', 'categorical data', 'data']"
1360,categorical data means, logistic regerssion,"['data', 'categorical data']"
1361,about categorical data, logistic regerssion,"['data', 'categorical data']"
1362,what is categorical data in machine learning, logistic regerssion,"['data', 'categorical data', 'learning']"
1363,what is categorical data in data science, logistic regerssion,"['data', 'categorical data']"
1364,what is categorical data in R, logistic regerssion,"['data', 'categorical data']"
1365,what is categorical data in python, logistic regerssion,"['data', 'categorical data']"
1366,tell me about categorical data, logistic regerssion,"['data', 'categorical data']"
1367,can you tell me about categorical data, logistic regerssion,"['data', 'categorical data']"
1368,do you know about categorical data, logistic regerssion,"['data', 'categorical data']"
1369,what do you know about categorical data, logistic regerssion,"['data', 'categorical data']"
1370,can you tell me about categorical data// logisticManager.addAction('iot_durationwhat is numeric data, logistic regerssion,['data']
1371,what is meant by numeric data, logistic regerssion,['data']
1372,what do you mean by numeric data, logistic regerssion,"['mean', 'data']"
1373,numeric data means, logistic regerssion,['data']
1374,about numeric data, logistic regerssion,['data']
1375,wwhat is numeric data in machine learning, logistic regerssion,"['data', 'learning']"
1376,what is numeric data in data science, logistic regerssion,['data']
1377,what is numeric data in R, logistic regerssion,['data']
1378,what is numeric data in python, logistic regerssion,['data']
1379,tell me about numeric data, logistic regerssion,['data']
1380,can you tell me about numeric data, logistic regerssion,['data']
1381,do you know about numeric data, logistic regerssion,['data']
1382,what do you know about numeric data, logistic regerssion,['data']
1383,can you tell me about numeric data// logisticManager.addAction('cc_duration, logistic regerssion,[]
1384,What is predictive modelling, logistic regerssion,[]
1385,wwhat is meant by predictive modelling, logistic regerssion,[]
1386,what do you mean by predictive modelling, logistic regerssion,['mean']
1387,predictive modelling means, logistic regerssion,[]
1388,about predictive modelling, logistic regerssion,[]
1389,what is predictive modelling in machine learning, logistic regerssion,['learning']
1390,what is predictive modelling in data science, logistic regerssion,['data']
1391,what is predictive modelling in R, logistic regerssion,[]
1392,what is predictive modelling in python, logistic regerssion,[]
1393,tell me about predictive modelling, logistic regerssion,[]
1394,can you tell me about predictive modelling, logistic regerssion,[]
1395,do you know about predictive modelling, logistic regerssion,[]
1396,what do you know about predictive modelling, logistic regerssion,[]
1397,can you tell me about predictive modelling// logisticManager.addAction('ml_durationWhat is data wrangling, logistic regerssion,['data']
1398,what is meant by data wrangling, logistic regerssion,['data']
1399,what do you mean by data wrangling, logistic regerssion,"['mean', 'data']"
1400,wdata wrangling means, logistic regerssion,[]
1401,about data wrangling, logistic regerssion,['data']
1402,what is data wrangling in machine learning, logistic regerssion,"['data', 'learning']"
1403,what is data wrangling in data science, logistic regerssion,['data']
1404,wwhat is data wrangling in R, logistic regerssion,['data']
1405,what is data wrangling in python, logistic regerssion,['data']
1406,tell me about data wrangling, logistic regerssion,['data']
1407,can you tell me about data wrangling, logistic regerssion,['data']
1408,do you know about data wrangling, logistic regerssion,['data']
1409,what do you know about data wrangling, logistic regerssion,['data']
1410,can you tell me about data wrangling// logisticManager.addAction('tableau_durationWhat is regression line ?, logistic regerssion,"['data', 'regression']"
1411,What is regression line in machine learning?, logistic regerssion,"['learning', 'regression']"
1412,What is regression line in data science?, logistic regerssion,"['data', 'regression']"
1413,What is regerssion line in python?, logistic regerssion,[]
1414,What is regression line in R?, logistic regerssion,['regression']
1415,Tell me about regression line ?, logistic regerssion,['regression']
1416,What do you know about regression line ?, logistic regerssion,['regression']
1417,Do you know about regression line ?, logistic regerssion,['regression']
1418,What is the process of regression line ?, logistic regerssion,['regression']
1419,How regression line  works ?, logistic regerssion,['regression']
1420,Tell me regression line ?, logistic regerssion,['regression']
1421,About regression line ?, logistic regerssion,['regression']
1422,Let me know about regression line ?, logistic regerssion,['regression']
1423,What is regression line ?, logistic regerssion,['regression']
1424,What do you say about regression line ?, logistic regerssion,['regression']
1425,What does regression line mean?, logistic regerssion,"['mean', 'regression']"
1426,Explain regression line ?, logistic regerssion,['regression']
1427,Define regression line ?, logistic regerssion,['regression']
1428,Can you explain about regression line ?, logistic regerssion,['regression']
1429,Can you say something about regression line ?, logistic regerssion,['regression']
1430,Can you explain briefly about regression line ?, logistic regerssion,['regression']
1431,Can you give a short summary about regression line ?, logistic regerssion,['regression']
1432,What is classification?, logistic regerssion,['classification']
1433,What is classification in machine learning?, logistic regerssion,"['learning', 'classification']"
1434,What is classification in data science?, logistic regerssion,"['data', 'classification']"
1435,What is classification in python?, logistic regerssion,['classification']
1436,What is classification in R?, logistic regerssion,['classification']
1437,Tell me about classification ?, logistic regerssion,['classification']
1438,What do you know about classification ?, logistic regerssion,['classification']
1439,Do you know about classification ?, logistic regerssion,['classification']
1440,What is the process of classification ?, logistic regerssion,['classification']
1441,How classification  works ?, logistic regerssion,['classification']
1442,Tell me classification ?, logistic regerssion,['classification']
1443,About classification ?, logistic regerssion,['classification']
1444,Let me know about classification ?, logistic regerssion,['classification']
1445,What is classification ?, logistic regerssion,['classification']
1446,What do you say about classification ?, logistic regerssion,['classification']
1447,What does classification mean?, logistic regerssion,"['mean', 'classification']"
1448,Explain classification ?, logistic regerssion,['classification']
1449,Define classification ?, logistic regerssion,['classification']
1450,Can you explain about classification ?, logistic regerssion,['classification']
1451,Can you say something about classification ?, logistic regerssion,['classification']
1452,Can you explain briefly about classification ?, logistic regerssion,['classification']
1453,Can you give a short summary about classification ?, logistic regerssion,['classification']
1454,// logisticManager.addAction('pmp_durationWhat is multiclass classification ?, logistic regerssion,['classification']
1455,What is multiclass classification in machine learning?, logistic regerssion,"['learning', 'classification']"
1456,What is multiclass classification in data science?, logistic regerssion,"['data', 'classification']"
1457,What is multiclass classification in python?, logistic regerssion,['classification']
1458,What is multiclass classification in R?, logistic regerssion,['classification']
1459,Tell me about multiclass classification ?, logistic regerssion,['classification']
1460,What do you know about multiclass classification ?, logistic regerssion,['classification']
1461,Do you know about multiclass classification ?, logistic regerssion,['classification']
1462,What is the process of multiclass classification ?, logistic regerssion,['classification']
1463,How multiclass classification  works ?, logistic regerssion,['classification']
1464,Tell me multiclass classification ?, logistic regerssion,['classification']
1465,About multiclass classification ?, logistic regerssion,['classification']
1466,Let me know about multiclass classification ?, logistic regerssion,['classification']
1467,What is multiclass classification ?, logistic regerssion,['classification']
1468,What do you say about multiclass classification ?, logistic regerssion,['classification']
1469,What does multiclass classification mean?, logistic regerssion,"['mean', 'classification']"
1470,Explain multiclass classification ?, logistic regerssion,['classification']
1471,Define multiclass classification ?, logistic regerssion,['classification']
1472,Can you explain about multiclass classification ?, logistic regerssion,['classification']
1473,Can you say something about multiclass classification ?, logistic regerssion,['classification']
1474,Can you explain briefly about multiclass classification ?, logistic regerssion,['classification']
1475,Can you give a short summary about multiclass classification ?// logisticManager.addAction('ai_dl_duration, logistic regerssion,['classification']
1476,What is multilabel classification ?, logistic regerssion,['classification']
1477,What is multilabel classification in machine learning?, logistic regerssion,"['learning', 'classification']"
1478,What is multilabel classification in data science?, logistic regerssion,"['data', 'classification']"
1479,What is multilabel classification in python?, logistic regerssion,['classification']
1480,What is multilabel classification in R?, logistic regerssion,['classification']
1481,Tell me about multilabel classification ?, logistic regerssion,['classification']
1482,What do you know about multilabel classification ?, logistic regerssion,['classification']
1483,Do you know about multilabel classification ?, logistic regerssion,['classification']
1484,What is the process of multilabel classification ?, logistic regerssion,['classification']
1485,How multilabel classification  works ?, logistic regerssion,['classification']
1486,Tell me multilabel classification ?, logistic regerssion,['classification']
1487,About multilabel classification ?, logistic regerssion,['classification']
1488,Let me know about multilabel classification ?, logistic regerssion,['classification']
1489,What is multilabel classification ?, logistic regerssion,['classification']
1490,What do you say about multilabel classification ?, logistic regerssion,['classification']
1491,What does multilabel classification mean?, logistic regerssion,"['mean', 'classification']"
1492,Explain multilabel classification ?, logistic regerssion,['classification']
1493,Define multilabel classification ?, logistic regerssion,['classification']
1494,Can you explain about multilabel classification ?, logistic regerssion,['classification']
1495,Can you say something about multilabel classification ?, logistic regerssion,['classification']
1496,Can you explain briefly about multilabel classification ?, logistic regerssion,['classification']
1497,Can you give a short summary about multilabel classification ?, logistic regerssion,['classification']
1498,What is confusion matrix ?, logistic regerssion,['confusion matrix']
1499,What is confusion matrix in machine learning?, logistic regerssion,"['learning', 'confusion matrix']"
1500,What is confusion matrix in data science?, logistic regerssion,"['data', 'confusion matrix']"
1501,What is confusion matrix in python?, logistic regerssion,['confusion matrix']
1502,What is confusion matrix in R?, logistic regerssion,['confusion matrix']
1503,Tell me about confusion matrix ?, logistic regerssion,['confusion matrix']
1504,What do you know about confusion matrix ?, logistic regerssion,['confusion matrix']
1505,Do you know about confusion matrix ?, logistic regerssion,['confusion matrix']
1506,What is the process of confusion matrix ?, logistic regerssion,['confusion matrix']
1507,How confusion matrix  works ?, logistic regerssion,['confusion matrix']
1508,Tell me confusion matrix ?, logistic regerssion,['confusion matrix']
1509,About confusion matrix ?, logistic regerssion,['confusion matrix']
1510,Let me know about confusion matrix ?, logistic regerssion,['confusion matrix']
1511,confusion matrix ?, logistic regerssion,['confusion matrix']
1512,What do you say about confusion matrix ?, logistic regerssion,['confusion matrix']
1513,What does confusion matrix mean?, logistic regerssion,"['mean', 'confusion matrix']"
1514,Explain confusion matrix ?, logistic regerssion,['confusion matrix']
1515,Define confusion matrix ?, logistic regerssion,['confusion matrix']
1516,Can you explain about confusion matrix ?, logistic regerssion,['confusion matrix']
1517,Can you say something about confusion matrix ?, logistic regerssion,['confusion matrix']
1518,Can you explain briefly about confusion matrix ?, logistic regerssion,['confusion matrix']
1519,Can you give a short summary about confusion matrix ?// logisticManager.addAction('courses_offered, logistic regerssion,['confusion matrix']
1520,What is false positives ?, logistic regerssion,[]
1521,What is false positives in machine learning?, logistic regerssion,['learning']
1522,What is false positives in data science?, logistic regerssion,['data']
1523,What is false positives in python?, logistic regerssion,[]
1524,What is false positives in R?, logistic regerssion,[]
1525,Tell me about false positives ?, logistic regerssion,[]
1526,What do you know about false positives ?, logistic regerssion,[]
1527,Do you know about false positives ?, logistic regerssion,[]
1528,What is the process of false positives ?, logistic regerssion,[]
1529,How false positives  works ?, logistic regerssion,[]
1530,Tell me false positives ?, logistic regerssion,[]
1531,About false positives ?, logistic regerssion,[]
1532,Let me know about false positives ?, logistic regerssion,[]
1533,What is false positives ?, logistic regerssion,[]
1534,What do you say about false positives ?, logistic regerssion,[]
1535,What does false positives mean?, logistic regerssion,['mean']
1536,Explain false positives ?, logistic regerssion,[]
1537,Define false positives ?, logistic regerssion,[]
1538,Can you explain about false positives ?, logistic regerssion,[]
1539,Can you say something about false positives ?, logistic regerssion,[]
1540,Can you explain briefly about false positives ?, logistic regerssion,[]
1541,Can you give a short summary about false positives ?, logistic regerssion,[]
1542,What is false negatives ?, logistic regerssion,[]
1543,What is false negatives in machine learning?, logistic regerssion,['learning']
1544,What is false negatives in data science?, logistic regerssion,['data']
1545,What is false negatives in python?, logistic regerssion,[]
1546,What is false negatives in R?, logistic regerssion,[]
1547,Tell me about false negatives ?, logistic regerssion,[]
1548,What do you know about false negatives ?, logistic regerssion,[]
1549,Do you know about false negatives ?, logistic regerssion,[]
1550,What is the process of false negatives ?, logistic regerssion,[]
1551,How false negatives  works ?, logistic regerssion,[]
1552,Tell me false negatives ?, logistic regerssion,[]
1553,About false negatives ?, logistic regerssion,[]
1554,Let me know about false negatives ?, logistic regerssion,[]
1555,What is false negatives ?, logistic regerssion,[]
1556,What do you say about false negatives ?, logistic regerssion,[]
1557,What does false negatives mean?, logistic regerssion,['mean']
1558,Explain false negatives ?, logistic regerssion,[]
1559,Define false negatives ?, logistic regerssion,[]
1560,Can you explain about false negatives ?, logistic regerssion,[]
1561,Can you say something about false negatives ?, logistic regerssion,[]
1562,Can you explain briefly about false negatives ?, logistic regerssion,[]
1563,Can you give a short summary about false negatives ?, logistic regerssion,[]
1564,What is true positive rate ?, logistic regerssion,[]
1565,What is true positive rate in machine learning?, logistic regerssion,['learning']
1566,What is true positive rate in data science?, logistic regerssion,['data']
1567,What is true positive rate in python?, logistic regerssion,[]
1568,What is true positive rate in R?, logistic regerssion,[]
1569,Tell me about true positive rate ?, logistic regerssion,[]
1570,What do you know about true positive rate ?, logistic regerssion,[]
1571,Do you know about true positive rate ?, logistic regerssion,[]
1572,What is the process of true positive rate ?, logistic regerssion,[]
1573,How true positive rate  works ?, logistic regerssion,[]
1574,Tell me true positive rate ?, logistic regerssion,[]
1575,About true positive rate ?, logistic regerssion,[]
1576,Let me know about true positive rate ?, logistic regerssion,[]
1577,What is true positive rate ?, logistic regerssion,[]
1578,What do you say about true positive rate ?, logistic regerssion,[]
1579,What does true positive rate mean?, logistic regerssion,['mean']
1580,Explain true positive rate ?, logistic regerssion,[]
1581,Define true positive rate ?, logistic regerssion,[]
1582,Can you explain about true positive rate ?, logistic regerssion,[]
1583,Can you say something about true positive rate ?, logistic regerssion,[]
1584,Can you explain briefly about true positive rate ?, logistic regerssion,[]
1585,Can you give a short summary about true positive rate ?// logisticManager.addAction('dm_durationWhat is true negative rate ?, logistic regerssion,[]
1586,What is true negative rate in machine learning?, logistic regerssion,['learning']
1587,What is true negative rate in data science?, logistic regerssion,['data']
1588,What is true negative rate in python?, logistic regerssion,[]
1589,What is true negative rate in R?, logistic regerssion,[]
1590,Tell me about true negative rate ?, logistic regerssion,[]
1591,What do you know about true negative rate ?, logistic regerssion,[]
1592,Do you know about true negative rate ?, logistic regerssion,[]
1593,What is the process of true negative rate ?, logistic regerssion,[]
1594,How true negative rate  works ?, logistic regerssion,[]
1595,Tell me true negative rate ?, logistic regerssion,[]
1596,About true negative rate ?, logistic regerssion,[]
1597,Let me know about true negative rate ?, logistic regerssion,[]
1598,What is true negative rate ?, logistic regerssion,[]
1599,What do you say about true negative rate ?, logistic regerssion,[]
1600,What does true negative rate mean?, logistic regerssion,['mean']
1601,Explain true negative rate ?, logistic regerssion,[]
1602,Define true negative rate ?, logistic regerssion,[]
1603,Can you explain about true negative rate ?, logistic regerssion,[]
1604,Can you say something about true negative rate ?, logistic regerssion,[]
1605,Can you explain briefly about true negative rate ?, logistic regerssion,[]
1606,Can you give a short summary about true negative rate ?// logisticManager.addAction('ba_durationWhat is false-positive rate ?, logistic regerssion,[]
1607,What is false-positive rate in machine learning?, logistic regerssion,['learning']
1608,What is false-positive rate in data science?, logistic regerssion,['data']
1609,What is false-positive rate in python?, logistic regerssion,[]
1610,What is false-positive rate in R?, logistic regerssion,[]
1611,Tell me about false-positive rate ?, logistic regerssion,[]
1612,What do you know about false-positive rate ?, logistic regerssion,[]
1613,Do you know about false-positive rate ?, logistic regerssion,[]
1614,What is the process of false-positive rate ?, logistic regerssion,[]
1615,How false-positive rate  works ?, logistic regerssion,[]
1616,Tell me false-positive rate ?, logistic regerssion,[]
1617,About false-positive rate ?, logistic regerssion,[]
1618,Let me know about false-positive rate ?, logistic regerssion,[]
1619,What is false-positive rate ?, logistic regerssion,[]
1620,What do you say about false-positive rate ?, logistic regerssion,[]
1621,What does false-positive rate mean?, logistic regerssion,['mean']
1622,Explain false-positive rate ?, logistic regerssion,[]
1623,Define false-positive rate ?, logistic regerssion,[]
1624,Can you explain about false-positive rate ?, logistic regerssion,[]
1625,Can you say something about false-positive rate ?, logistic regerssion,[]
1626,Can you explain briefly about false-positive rate ?, logistic regerssion,[]
1627,Can you give a short summary about false-positive rate ?, logistic regerssion,[]
1628,// logisticManager.addAction('rpa_durationWhat is false-negative rate ?, logistic regerssion,[]
1629,What is false-negative rate in machine learning?, logistic regerssion,['learning']
1630,What is false-negative rate in data science?, logistic regerssion,['data']
1631,What is false-negative rate in python?, logistic regerssion,[]
1632,What is false-negative rate in R?, logistic regerssion,[]
1633,Tell me about false-negative rate ?, logistic regerssion,[]
1634,What do you know about false-negative rate ?, logistic regerssion,[]
1635,Do you know about false-negative rate ?, logistic regerssion,[]
1636,What is the process of false-negative rate ?, logistic regerssion,[]
1637,How false-negative rate  works ?, logistic regerssion,[]
1638,Tell me false-negative rate ?, logistic regerssion,[]
1639,About false-negative rate ?, logistic regerssion,[]
1640,Let me know about false-negative rate ?, logistic regerssion,[]
1641,What is false-negative rate ?, logistic regerssion,[]
1642,What do you say about false-negative rate ?, logistic regerssion,[]
1643,What does false-negative rate mean?, logistic regerssion,['mean']
1644,Explain false-negative rate ?, logistic regerssion,[]
1645,Define false-negative rate ?, logistic regerssion,[]
1646,Can you explain about false-negative rate ?, logistic regerssion,[]
1647,Can you say something about false-negative rate ?, logistic regerssion,[]
1648,Can you explain briefly about false-negative rate ?, logistic regerssion,[]
1649,Can you give a short summary about false-negative rate ?// logisticManager.addAction('ir_duration, logistic regerssion,[]
1650,What is binary classification?, logistic regerssion,['classification']
1651,What is binary classificationin machine learning?, logistic regerssion,['learning']
1652,What is binary classificationin data science?, logistic regerssion,['data']
1653,What is binary classificationin python?, logistic regerssion,[]
1654,What is binary classificationin R?, logistic regerssion,[]
1655,Tell me about binary classification?, logistic regerssion,['classification']
1656,What do you know about binary classification?, logistic regerssion,['classification']
1657,Do you know about binary classification?, logistic regerssion,['classification']
1658,What is the process of binary classification?, logistic regerssion,['classification']
1659,How binary classification works ?, logistic regerssion,['classification']
1660,Tell me binary classification?, logistic regerssion,['classification']
1661,About binary classification?, logistic regerssion,['classification']
1662,Let me know about binary classification?, logistic regerssion,['classification']
1663,What is binary classification?, logistic regerssion,['classification']
1664,What do you say about binary classification?, logistic regerssion,['classification']
1665,What does binary classificationmean?, logistic regerssion,[]
1666,Explain binary classification?, logistic regerssion,['classification']
1667,Define binary classification?, logistic regerssion,['classification']
1668,Can you explain about binary classification?, logistic regerssion,['classification']
1669,Can you say something about binary classification?, logistic regerssion,['classification']
1670,Can you explain briefly about binary classification?, logistic regerssion,['classification']
1671,Can you give a short summary about binary classification?, logistic regerssion,['classification']
1672,What is continuous variable?, logistic regerssion,"['continuous', 'variable', 'continuous variable']"
1673,What is continuous variable in machine learning?, logistic regerssion,"['continuous', 'variable', 'learning', 'continuous variable']"
1674,What is continuous variable in data science?, logistic regerssion,"['data', 'continuous', 'variable', 'continuous variable']"
1675,What is continuous variable in python?, logistic regerssion,"['continuous', 'variable', 'continuous variable']"
1676,What is continuous variable in R?, logistic regerssion,"['continuous', 'variable', 'continuous variable']"
1677,Tell me about continuous variable?, logistic regerssion,"['continuous', 'variable', 'continuous variable']"
1678,What do you know about continuous variable?, logistic regerssion,"['continuous', 'variable', 'continuous variable']"
1679,Do you know about continuous variable?, logistic regerssion,"['continuous', 'variable', 'continuous variable']"
1680,What is the process of continuous variable?, logistic regerssion,"['continuous', 'variable', 'continuous variable']"
1681,How continuous variable works ?, logistic regerssion,"['continuous', 'variable', 'continuous variable']"
1682,Tell me continuous variable?, logistic regerssion,"['continuous', 'variable', 'continuous variable']"
1683,About continuous variable?, logistic regerssion,"['continuous', 'variable', 'continuous variable']"
1684,Let me know about continuous variable?, logistic regerssion,"['continuous', 'variable', 'continuous variable']"
1685,What is continuous variable?, logistic regerssion,"['continuous', 'variable', 'continuous variable']"
1686,What do you say about continuous variable?, logistic regerssion,"['continuous', 'variable', 'continuous variable']"
1687,What does continuous variable mean?, logistic regerssion,"['mean', 'continuous', 'variable', 'continuous variable']"
1688,Explain continuous variable?, logistic regerssion,"['continuous', 'variable', 'continuous variable']"
1689,Define continuous variable?, logistic regerssion,"['continuous', 'variable', 'continuous variable']"
1690,Can you explain about continuous variable?, logistic regerssion,"['continuous', 'variable', 'continuous variable']"
1691,Can you say something about continuous variable?, logistic regerssion,"['continuous', 'variable', 'continuous variable']"
1692,Can you explain briefly about continuous variable?, logistic regerssion,"['continuous', 'variable', 'continuous variable']"
1693,Can you give a short summary about continuous variable?, logistic regerssion,"['continuous', 'variable', 'continuous variable']"
1694,What is discrete value?, logistic regerssion,['discrete']
1695,What is discrete valuein machine learning?, logistic regerssion,"['discrete', 'learning']"
1696,What is discrete valuein data science?, logistic regerssion,"['data', 'discrete']"
1697,What is discrete valuein python?, logistic regerssion,['discrete']
1698,What is discrete valuein R?, logistic regerssion,['discrete']
1699,Tell me about discrete value?, logistic regerssion,['discrete']
1700,What do you know about discrete value?, logistic regerssion,['discrete']
1701,Do you know about discrete value?, logistic regerssion,['discrete']
1702,What is the process of discrete value?, logistic regerssion,['discrete']
1703,How discrete value works ?, logistic regerssion,['discrete']
1704,Tell me discrete value?, logistic regerssion,['discrete']
1705,About discrete value?, logistic regerssion,['discrete']
1706,Let me know about discrete value?, logistic regerssion,['discrete']
1707,What is discrete value?, logistic regerssion,['discrete']
1708,What do you say about discrete value?, logistic regerssion,['discrete']
1709,What does discrete valuemean?, logistic regerssion,['discrete']
1710,Explain discrete value?, logistic regerssion,['discrete']
1711,Define discrete value?, logistic regerssion,['discrete']
1712,Can you explain about discrete value?, logistic regerssion,['discrete']
1713,Can you say something about discrete value?, logistic regerssion,['discrete']
1714,Can you explain briefly about discrete value?, logistic regerssion,['discrete']
1715,Can you give a short summary about discrete value?, logistic regerssion,['discrete']
1716,What is sigmoid function?, logistic regerssion,[]
1717,What is sigmoid functionin machine learning?, logistic regerssion,['learning']
1718,What is sigmoid functionin data science?, logistic regerssion,['data']
1719,What is sigmoid functionin python?, logistic regerssion,[]
1720,What is sigmoid functionin R?, logistic regerssion,[]
1721,Tell me about sigmoid function?, logistic regerssion,[]
1722,What do you know about sigmoid function?, logistic regerssion,[]
1723,Do you know about sigmoid function?, logistic regerssion,[]
1724,What is the process of sigmoid function?, logistic regerssion,[]
1725,How sigmoid function works ?, logistic regerssion,[]
1726,Tell me sigmoid function?, logistic regerssion,[]
1727,About sigmoid function?, logistic regerssion,[]
1728,Let me know about sigmoid function?, logistic regerssion,[]
1729,What is sigmoid function?, logistic regerssion,[]
1730,What do you say about sigmoid function?, logistic regerssion,[]
1731,What does sigmoid functionmean?, logistic regerssion,[]
1732,Explain sigmoid function?, logistic regerssion,[]
1733,Define sigmoid function?, logistic regerssion,[]
1734,Can you explain about sigmoid function?, logistic regerssion,[]
1735,Can you say something about sigmoid function?, logistic regerssion,[]
1736,Can you explain briefly about sigmoid function?, logistic regerssion,[]
1737,Can you give a short summary about sigmoid function?// logisticManager.addAction('bd_a_duration, logistic regerssion,[]
1738,What is misclassification?, logistic regerssion,[]
1739,What is misclassificationin machine learning?, logistic regerssion,['learning']
1740,What is misclassificationin data science?, logistic regerssion,['data']
1741,What is misclassificationin python?, logistic regerssion,[]
1742,What is misclassificationin R?, logistic regerssion,[]
1743,Tell me about misclassification?, logistic regerssion,[]
1744,What do you know about misclassification?, logistic regerssion,[]
1745,Do you know about misclassification?, logistic regerssion,[]
1746,What is the process of misclassification?, logistic regerssion,[]
1747,How misclassification works ?, logistic regerssion,[]
1748,Tell me misclassification?, logistic regerssion,[]
1749,About misclassification?, logistic regerssion,[]
1750,Let me know about misclassification?, logistic regerssion,[]
1751,What is misclassification?, logistic regerssion,[]
1752,What do you say about misclassification?, logistic regerssion,[]
1753,What does misclassificationmean?, logistic regerssion,[]
1754,Explain misclassification?, logistic regerssion,[]
1755,Define misclassification?, logistic regerssion,[]
1756,Can you explain about misclassification?, logistic regerssion,[]
1757,Can you say something about misclassification?, logistic regerssion,[]
1758,Can you explain briefly about misclassification?, logistic regerssion,[]
1759,Can you give a short summary about misclassification?, logistic regerssion,[]
1760,What is assumptions of logistic regression?, logistic regerssion,"['regression', 'logistic', 'logistic regression']"
1761,What is assumptions of logistic regressionin machine learning?, logistic regerssion,"['learning', 'logistic']"
1762,What is assumptions of logistic regressionin data science?, logistic regerssion,"['data', 'logistic']"
1763,What is assumptions of logistic regressionin python?, logistic regerssion,['logistic']
1764,What is assumptions of logistic regressionin R?, logistic regerssion,['logistic']
1765,Tell me about assumptions of logistic regression?, logistic regerssion,"['regression', 'logistic', 'logistic regression']"
1766,What do you know about assumptions of logistic regression?, logistic regerssion,"['regression', 'logistic', 'logistic regression']"
